epoch,train_rmse,val_rmse,val_nasa
1,79.16702343809467,59.31787342295638,1.0340269e+06
2,47.91231076495985,41.78116088948986,546271.56
3,43.38764784346253,41.74267221433901,679618.0
4,43.18191915732006,40.84238413458346,459725.12
5,36.169518724454626,21.80868645589735,29551.012
6,24.443549989953134,18.732622969837355,23626.197
7,23.36628847633553,16.85279934322856,14557.086
8,21.728476803498612,15.139130856196953,17542.879
9,20.535658890342166,14.576031468111442,9358.158
10,19.938025332871018,13.971625866222697,12786.772
11,19.618876859489088,14.740133832844132,9245.787
12,20.02547886725974,14.538366138112643,12285.396
13,19.470848626393458,12.879714250889664,10704.01
14,18.835598888777124,13.315699233210998,9689.74
15,18.9312640411613,12.594684121296348,8172.303
16,18.9642249232947,14.608245381628924,17392.205
17,18.91836785110399,13.144009438936788,8080.542
18,18.878805078391945,12.476371099619861,8936.112
19,18.79024574484826,13.747991796709176,10596.42
20,18.42194041940126,14.422815558779712,9379.58
21,18.691963745511092,12.807716332596144,9538.194
22,18.323032132719252,12.578442833717286,8240.845
23,18.426234468946184,12.37487053080948,8269.414
24,18.081092484776214,12.894418830924668,9144.656
25,18.20286197615197,12.757142702870665,11134.005
26,18.19336897364813,12.598832915008934,8265.484
27,18.340580382847655,12.746056638775272,9290.213
28,18.366449206150204,12.8176247373002,10628.323
29,18.499825047691573,13.429968706152751,9550.751
30,18.095742756389335,11.973568098433002,7435.414
31,17.953043889077094,12.154543406275657,8512.391
32,17.906510491038667,12.805799863024408,10914.754
33,18.029528716631038,13.204611140472625,8396.975
34,18.015853186830192,13.157349456731872,7924.293
35,18.061711220386282,12.3943379672922,8930.303
36,17.970369284309488,12.486698855799705,9630.067
37,17.69655391537223,12.764168440273721,8162.675
38,17.827627803798144,12.61391755711505,8711.7
39,17.811026275121275,12.585717453267277,7980.528
40,18.01200088753082,12.263937359017227,8283.431
