epoch,train_rmse,val_rmse,val_nasa
1,56.04711204398618,26.912996622580533,48914.12
2,25.68651349667164,21.065288234633847,26032.527
3,23.879624814736882,20.722585930017352,31165.715
4,23.594076467532354,19.83325417553575,24545.215
5,24.02716563896319,19.602279437118003,22091.12
6,23.236221490345,20.28312780212904,21678.174
7,23.145175183815642,19.64962875364952,20753.22
8,22.89717344216859,20.775289911296966,22683.936
9,22.843318415997505,19.79273785821022,20835.748
10,22.927752769630196,20.889378877849474,23165.184
11,22.914992491103348,20.451571691876612,22212.564
12,22.593715864077208,19.28286672086413,20395.71
13,22.506364403684355,20.117630456288367,21172.453
14,22.387168144255504,20.79957706314865,23065.812
15,22.874269851902238,20.452045455897025,22033.504
16,22.363156813472635,20.03434017822781,21189.133
17,22.27871787742693,19.6366655217351,20317.492
18,22.070038090525372,18.462887215863695,19382.576
19,21.326720770119707,18.529034898702733,17781.016
20,21.32258311491388,18.666080102333183,17850.475
21,20.68748244650157,17.67577045925085,16914.488
22,20.151638453818055,17.92939559266735,16407.74
23,19.961855393078356,17.3924086925001,15146.485
24,19.9731957025483,16.85362777822951,17232.438
25,19.731857731129878,16.53487617513216,15460.342
26,19.36385814872899,15.983727286333034,16539.379
27,19.295541405681277,17.08842270877649,15164.005
28,18.96305460659977,16.721267881370327,13558.926
29,18.90823667053879,16.405092965153003,13391.918
30,18.916799730071002,17.392079692640447,14160.3125
31,18.63426466692067,16.015415394969857,12422.325
32,18.667818847614523,15.597616629833226,19116.62
33,18.44101325608922,16.632037286713874,12762.959
34,18.443506051665704,14.878881124453713,13158.291
35,18.138460864123513,17.453406513508508,13390.392
36,18.24883176592078,17.386996511907345,12842.652
37,18.113994151631182,16.6925768041165,13595.771
38,17.737031536968733,15.727470148143412,12615.905
39,17.519260080481796,16.680050676666777,13012.096
40,17.45280354186305,15.257880504200731,12942.473
41,17.418882856199605,15.441268399175977,11830.609
42,17.22804172649802,15.374910679999697,12061.627
43,17.26921849877469,15.305331549108141,10997.258
44,17.167993804830246,15.154630027793383,14299.893
