epoch,train_rmse,val_rmse,val_nasa
1,42.13892776658074,21.25697194336888,82319.43
2,23.507001846513134,21.20125743087873,97230.4
3,23.31521242606798,22.294162769736737,143326.78
4,23.258316799938925,20.73006943569157,82430.2
5,22.69578798169231,21.305849173041075,142289.06
6,21.83090372250498,21.00300068079931,62595.055
7,21.507729916455627,19.1525361535563,79033.62
8,20.89192535771592,19.205890006388664,58748.47
9,20.46582389108694,19.82557992555995,110887.234
10,20.421201847579642,21.54239821037335,61560.953
11,20.393422109572196,19.617408401782935,95350.516
12,19.87072142485695,19.440657086354328,74473.66
13,19.76180701764288,19.076404540821578,55230.28
14,19.348273436076155,21.69318132987731,181420.88
15,19.32598335730196,19.211420413816523,76064.84
16,19.216771554016365,18.622216752768974,69944.06
17,18.992485782607076,20.51473841382093,142497.92
18,18.605868528948722,18.658835993826926,71632.16
19,18.301678763504654,18.648108566956598,56523.324
20,18.095044338247696,20.321754952888156,61009.664
21,17.848437086975895,19.292083318287986,55119.453
22,17.702998528488823,21.10958028675162,205733.56
23,17.334010016164935,18.82478818330991,99223.984
24,17.293436144392107,19.07265674602158,105527.2
25,17.1912999083189,18.662080655557443,75001.625
26,17.054869729308347,18.806651882493515,87889.49
