epoch,train_rmse,val_rmse,val_nasa
1,79.45233229489867,59.945967695656975,1.1052916e+06
2,47.31340183909297,41.74149514562443,673782.9
3,41.84407607958025,41.774235983344894,551648.8
4,39.93240353727062,29.653233719436592,62061.082
5,23.045949159866066,17.98461935107677,29813.875
6,19.88868706662421,17.81972680975269,39149.25
7,18.45987741224987,15.406864548626581,21480.271
8,17.108453822405835,13.353979973323671,10913.31
9,17.017693812351197,13.556278612485652,12832.0625
10,16.3539502593911,13.236562572855432,11588.826
11,15.816076701747015,14.314521213722973,18777.229
12,15.740169032197397,13.364883161805453,9344.178
13,15.820467812077636,13.689102984759218,9589.565
14,15.48972258402392,13.806792447929219,15749.958
15,15.151910283535896,13.17911150656747,13473.9375
16,15.418551951730736,13.439074898625254,9505.55
17,15.420604058888172,13.455643864439956,11728.187
18,14.899992826198122,13.293621306161862,13443.339
19,14.71951883219625,13.534942052778442,16172.586
20,14.620904474047896,14.405744233428043,16242.521
21,14.83664646280483,13.247556065147215,11938.365
22,14.284664589958243,13.600618438123101,16451.627
23,14.225731212438367,12.666287132064948,9972.208
24,13.951828235294675,12.756047628424442,9360.284
25,14.002149820167844,13.660407579186362,13404.1455
26,13.985348288599987,12.381607911638095,10098.97
27,13.755508525538467,12.876795967539769,11892.797
28,13.791426422165536,12.565026783548417,9219.831
29,13.706317864640486,13.75185867231624,18290.537
30,13.80329674435354,12.94461291580552,10669.501
31,13.586069159102365,12.70393457214265,12211.443
32,13.610620295400816,14.578132850178754,22391.96
33,13.427215508157662,12.938953557573312,14251.215
34,13.259122492467892,13.711493378154682,16260.726
35,13.177407996258568,12.912273488453728,11742.663
36,13.108888464785206,12.78328116023737,10511.121
