epoch,train_rmse,val_rmse,val_nasa
1,65.04917099917446,41.783455789754576,2.0724312e+06
2,34.488945434585304,20.579854859191563,125876.375
3,20.129150715086823,17.957932375556997,80980.266
4,18.64498275722224,17.889235583329416,91789.39
5,17.85795644210282,16.918258717354565,59045.24
6,17.322754122243587,16.539702765712722,52415.668
7,16.990185225662046,18.476303182641136,91132.35
8,16.62833881776893,21.092959331246277,184722.56
9,16.550388443709775,17.28482300173108,64790.86
10,16.349163122600025,17.092882319157365,70716.09
11,16.115103339223115,18.307413169345498,101613.73
12,15.997505188401655,17.928678144246998,97857.9
13,15.488471564751375,17.334928781491286,75421.05
14,15.2623364345053,18.64670439946259,120337.266
15,15.179755659872406,16.995595024715687,71432.99
16,15.080251453822436,19.214723441252755,129090.78
