epoch,train_rmse,val_rmse,val_nasa
1,82.81630394319467,68.8400865741121,2.7099492e+06
2,55.69123107990231,41.80180315572897,527003.6
3,44.087325715942676,41.86205490208287,487246.62
4,43.625773586014155,41.550459369640244,580178.8
5,41.63509897280217,30.05188282988428,65499.35
6,27.041063883293596,18.888981169431574,27609.008
7,25.33348127473451,18.697755174993183,20016.51
8,24.82645448714302,19.390399940776913,19638.41
9,23.767762200521705,18.707959868760994,16620.705
10,22.81900715957617,15.857832148629319,11684.571
11,22.553965993617844,13.585462407233674,13775.603
12,21.237655361725498,15.640268906723099,10626.283
13,20.504258603191598,14.248875088377316,9067.335
14,19.986704748935328,13.012365475709538,8047.4883
15,19.911708808635435,12.383007194841648,8184.74
16,19.99496827307691,17.111589290218177,12851.071
17,19.860995669549933,12.90652310357235,10919.693
18,19.81643829996861,13.531505414917635,10727.219
19,19.96595353801965,14.23525452225834,8927.263
20,19.471993423304173,14.352056886217891,9625.909
21,19.552371455984243,12.053129202990581,9362.804
22,19.366156775756462,12.902132647569113,10416.45
23,19.51092289015435,16.48440091822607,11859.703
24,19.494855944126414,15.214404478575403,10188.653
25,19.433271263181716,12.68181193212689,12287.732
26,19.73201157832164,12.317414053479073,9425.111
27,19.130709352793527,12.436314818688503,8767.909
28,19.11224336114121,11.914999963117657,8110.162
29,19.246169226720497,12.287650655946324,8029.3604
30,18.960229542038316,12.006952814663457,7225.023
31,19.20462257818771,12.618349041928793,7425.902
32,18.86212665294491,12.41608675086793,9133.525
33,19.018268928383645,11.989028365445673,9039.775
34,19.155158988599553,12.666546135044507,8842.966
35,18.85372971713701,12.919912279144206,7783.3115
36,18.931516882964097,12.40320678591705,9179.519
37,18.95194740877143,12.680025050382207,8731.141
38,18.884116072303097,12.961996429579422,7597.4316
