epoch,train_rmse,val_rmse,val_nasa
1,81.30628472989281,64.04086143700559,1.6872138e+06
2,51.10453458270097,41.85684949454957,857001.5
3,43.48390286528595,41.736438490263666,644937.5
4,43.045252208405245,39.990135502396086,391129.3
5,38.374661484307275,27.529194819006467,50259.547
6,27.66896443268453,20.187523431439576,27954.227
7,24.56592685041707,18.006889720120412,23058.422
8,24.222997283881984,18.108141405352733,35680.066
9,23.648344078591027,18.60144191608333,15751.373
10,23.03622427522824,20.073828425252728,19609.803
11,22.538511476172143,14.848323205883121,18463.893
12,21.25737446478794,15.587284070120015,21889.566
13,21.33260318117733,13.055869724109906,11413.346
14,20.729704466395667,14.704901592985076,15814.362
15,20.56816310319708,12.909128528496197,10457.456
16,19.68443508408041,12.884020561914815,7937.669
17,19.39514429506181,16.53206870462063,11774.727
18,19.25269135238848,14.584146938334971,21229.533
19,20.492343247183996,14.159471966224753,8960.943
20,19.212148368917813,12.661137294216811,9227.249
21,19.46265459581058,12.560720441043454,8639.5625
22,19.48225588750207,12.632441678617475,7875.533
23,19.104124379558375,12.546984452355723,11062.032
24,19.090414394314827,12.500893522752184,9033.761
25,19.370265449932166,12.123356343973757,8128.663
26,19.212158286056827,13.119409733031592,13530.656
27,19.24457272872743,13.248379590258505,9077.638
28,18.849295439755686,12.742177321232905,9932.618
29,19.225287407294356,13.708169458834005,12840.035
30,19.239826259921713,14.350719877788089,9116.727
31,19.45303222236836,12.507235454755904,9547.141
32,18.85032474132772,12.231469911714285,7788.1294
33,18.764628829005133,12.573724846621811,9241.157
34,18.712416791514364,12.418158593036122,8517.499
35,19.038470107534454,13.024214274600334,8215.601
