epoch,train_rmse,val_rmse,val_nasa
1,58.04994679612454,33.36958457644757,129694.7
2,26.727250214871948,21.65905338434391,26735.473
3,24.127461106226956,20.63193834526491,24051.64
4,24.338312269797804,20.060594699978285,25044.586
5,23.767010388958713,20.787777992541375,23051.52
6,23.20543099887535,19.905155361386594,20975.7
7,23.094374186698204,19.02207307093566,22630.855
8,22.50785012948735,21.359069241593545,22514.195
9,22.40107453523272,19.482972364559856,18985.092
10,22.252663684492305,17.932263397481105,19860.12
11,21.379207094086212,17.521814319606897,20135.05
12,21.145062795737562,17.59295121271718,16373.26
13,20.86037342096438,18.829751453349612,15950.839
14,20.67662536300826,17.497478194415976,14439.516
15,20.432818294164424,16.95098542806352,15219.014
16,20.02552129307079,17.177827534035334,15552.308
17,20.003775327422346,16.392479339814646,13937.544
18,19.462021221082342,15.834192406621876,12386.325
19,19.59425609403385,15.799538830171397,19046.158
20,20.002797686692585,17.835923811865094,13694.242
21,19.09220611846041,16.994380246450223,13139.509
22,18.781928310118463,17.07232539619585,12331.742
23,18.92920978170532,16.090155279668004,14009.914
24,18.41312500977992,17.08342245435341,12595.395
25,18.380740270729415,16.10368416850095,11476.771
26,17.893547937927725,14.480869169335591,12722.41
27,17.868169196178023,14.799696656288738,11597.755
28,17.883687619222194,15.277191933853192,11264.713
29,17.727046674199727,16.875788465376218,12433.493
30,17.655135025737415,14.726137158147955,10699.844
31,17.603919904581204,15.433347073927187,13912.359
32,17.648350666414256,14.55009908216371,10509.978
33,17.52206937416046,15.10384181583137,11517.674
34,17.403712642215137,14.960254655598332,11109.788
35,17.338479960645703,15.78908182829099,11891.586
36,17.30793701318017,15.756235977160559,11137.801
