epoch,train_rmse,val_rmse,val_nasa
1,61.43763992379763,41.62168307448805,1.6176539e+06
2,40.37971301704846,24.287709284031397,177285.42
3,24.150782640296487,20.157649690984638,127614.06
4,22.844267309621475,17.808524775721878,58100.3
5,22.362286183153877,17.285164636297402,53936.293
6,21.76056661340714,18.781791082575996,92868.39
7,21.658560182548975,17.773209991675763,48582.254
8,21.362293225819936,17.142772056731737,64510.69
9,20.72825367520727,16.37969763545427,51129.188
10,20.464695228642164,17.56368069735589,43807.938
11,20.8759582581809,16.466391812603387,37725.992
12,20.51619692773783,16.222521275473895,36654.176
13,20.100353870759502,16.34569273975802,36934.64
14,19.968684830136,18.49348458695572,110871.016
15,20.605664900243,18.22281995170307,98695.28
16,19.95586596942866,15.728124534323458,37227.22
17,20.105987219865174,15.352040585748997,44663.176
18,19.909544560477602,16.576198455152777,62836.074
19,19.773417739114816,16.10193018745637,50381.848
20,19.74982187501049,17.860026029800636,95374.46
21,19.5974064274485,16.15287228956897,35029.336
22,19.690767429768,16.37350247356848,64265.305
23,19.663109282235165,15.442642899664634,38878.07
24,19.305656170785923,15.539522542995257,41651.58
25,19.39721648295576,16.005271996734486,50961.844
26,19.27128316251332,15.687204304982133,48735.312
27,19.13954142368441,16.535853417413552,66016.664
