epoch,train_rmse,val_rmse,val_nasa
1,64.19529351856328,41.60905082252613,1.5432645e+06
2,43.574576854493195,41.63321345861529,1.6748979e+06
3,43.55579495603354,41.615277228778915,1.6231822e+06
4,31.920029791437504,20.023253845968146,74074.05
5,23.576256571667287,16.928085807654927,60160.46
6,21.790541014636464,17.974761222770805,75770.68
7,21.304234163237503,17.533557216438123,63765.996
8,20.898657346360615,16.111004100458793,44889.293
9,20.739352061364528,15.908918055796713,38325.082
10,20.69171656849474,15.828102345276235,53339.625
11,20.631046733481735,15.878713578935637,60081.21
12,20.530546023936388,15.589753214000455,43713.17
13,20.477986584496875,16.262621863434163,63570.46
14,20.370327457477455,15.594682990469611,43117.875
15,20.407785365755256,15.762085168448428,59367.73
16,20.28072652395281,15.991970908706715,36543.492
17,20.24575911061609,15.597478692171192,45801.555
18,20.137133271505743,16.17983367721268,59986.2
19,19.863425091918955,16.174061974708728,62301.48
20,19.7706521644117,16.069832994487005,59130.58
21,19.841674511513396,16.600999990470264,64335.91
22,19.714400344956964,16.23307129780947,61671.914
