epoch,train_rmse,val_rmse,val_nasa
1,81.10128475384947,63.08073556339328,1.5305052e+06
2,49.60684167485008,41.7382328102784,638403.25
3,43.243923342786196,41.74690646285961,694048.5
4,43.28183316699887,41.7709762050757,555521.25
5,43.24063206890807,41.74024639296362,619105.9
6,43.399888822853576,41.740513985964526,668678.6
7,43.303624462933044,41.73935732848929,661239.5
8,43.28773638728051,41.739475774027454,663818.2
9,43.286081607024826,41.75619223353286,574865.0
10,43.19341511279215,41.100709367927884,485338.62
11,34.13962480071029,22.499372685482463,55111.28
12,23.728752513837872,15.799500199150883,13264.875
13,21.26453670539626,15.344991536615101,13626.964
14,21.122374663357917,16.717822696246213,12475.561
15,20.76236791805029,13.009957241542256,10852.404
16,20.476338275055785,13.706501908951026,16012.452
17,19.444884834186396,14.52457528995308,9267.217
18,19.47782618845336,13.646973416213998,12867.93
19,20.201327761551514,13.4345086605063,8414.248
20,19.39452557877409,12.92865542991946,9431.939
21,19.391631755798365,12.734168302578635,10394.9
22,19.872645189051198,12.989924708053486,10032.825
23,19.082731894896895,12.916931018380247,9701.254
24,18.99321358614929,13.930869402677391,8406.101
25,19.491052202678937,12.910151522313809,11709.99
26,18.963354858276013,13.096144573329468,12350.748
27,18.880090096418993,12.242295937219176,8645.074
28,18.981368699167565,13.088086927018008,8202.443
29,18.683527225494373,13.356421000162946,9953.137
30,18.67819342575133,12.954406012312411,9989.549
31,18.88997895785452,14.269483130222724,9267.4375
32,18.907741958583582,12.248123959502685,8109.1904
33,18.64358631545389,12.758406915500242,8041.3545
34,18.297184454841105,13.02525458791797,7807.156
35,18.530230561922412,12.472380374924303,8904.513
36,18.452393666592098,13.78852413520564,8688.644
37,18.57327822603735,12.22348703332671,7827.941
38,18.313524461728534,12.649775301780933,7458.1357
39,18.273945400758688,13.062765748455549,8847.252
40,18.26880272783777,13.177887654038523,10230.187
41,18.384467609833987,13.036484213709496,7905.9385
42,18.322733375850717,13.54285946018781,8421.816
43,18.211332977458678,12.720446874098323,10300.7705
44,18.2579746186686,12.443098025675217,8441.75
45,18.00132470762586,12.344945922090382,8409.672
46,18.009282433707646,12.304778025460653,7946.2246
47,18.30123471549546,12.719334844316188,8561.555
