epoch,train_rmse,val_rmse,val_nasa
1,78.06909085979358,56.078830275587286,727445.75
2,45.92512380995428,41.7729765205068,553157.6
3,43.04869836429255,41.74287253204507,607689.8
4,43.034117578018765,41.738143607927,639455.0
5,42.851215660054635,41.74368256610439,604205.4
6,43.19281782609301,41.78639763539985,535358.4
7,40.15825669082605,21.561923254288523,42467.227
8,24.391200869554837,18.608934680716462,22541.098
9,23.378378627606573,18.09540704442748,26754.11
10,21.903289706796002,15.372615474230619,12499.014
11,20.160381170553443,14.095820441913414,14700.857
12,19.321694093611413,14.495357954244513,10246.431
13,18.762015656994546,13.848654539122034,10658.178
14,18.38017728838848,12.48006039042411,9385.274
15,18.115670860070612,13.814224894949488,17318.611
16,18.41301357541715,12.758210773406743,9717.7705
17,17.966384061728665,12.418666055642309,7813.187
18,17.673627561308432,12.401388988840688,8120.645
19,17.750118150349525,13.153553158495212,8929.826
20,17.561684101144298,12.209913409751636,8191.3477
21,17.63699814645157,13.520954399957947,14230.588
22,17.844823882950934,12.414621752270712,7871.618
23,17.47465683314068,12.599293740475657,10271.812
24,17.436035790260327,12.363091181398376,9315.595
25,17.66270684243913,12.635526291302753,8225.791
26,17.733204172842413,13.10073556946088,9063.254
27,17.292796142270195,12.841604828649546,8418.383
28,17.118643944649605,12.644444363695921,8986.77
29,17.102394138986774,12.533481161449682,9603.049
30,17.311263775009444,12.396652237371828,10346.098
