epoch,train_rmse,val_rmse,val_nasa
1,43.17461348083033,22.45917248499903,146243.6
2,23.712904295937197,21.489718795647736,115435.234
3,23.30686766340338,23.13322409714881,180694.22
4,23.08474033345086,21.29085643244426,112233.8
5,23.103207036099747,21.39557928611145,121277.68
6,22.692019875437072,21.299425516753967,141436.5
7,22.13664872291788,20.26373653980646,97466.4
8,21.829210590355675,20.702568536153688,65227.9
9,21.555121505760088,21.126977590959534,60736.34
10,20.908252315471902,19.755245236530698,90085.56
11,20.379100183221233,20.080751287380284,108683.63
12,20.48927947900713,20.36950909164886,117788.68
13,20.100154627008862,19.99509293439463,91873.92
14,19.603441964655175,20.019550685966173,128104.766
15,19.377225384021305,19.704086050362196,51563.64
16,19.3201343133201,19.10695460065073,89728.0
17,18.749611856987865,18.270252434584407,68161.42
18,18.71883487129676,18.68549206002857,58517.29
19,18.460827810111805,19.347920056120937,109688.02
20,18.601874070810403,18.90445659107678,67764.46
21,18.21836576398437,18.96078057336174,101510.83
22,18.2577654520552,18.42318366322885,80829.08
23,17.89648881679562,18.35131970890905,62811.402
24,17.41016620171009,18.38266806944962,70653.13
25,17.331815657986457,18.840587647945643,83772.53
26,17.13412121748122,18.63902133844688,73419.92
27,17.133694185181614,19.227989394938696,79583.72
