epoch,train_rmse,val_rmse,val_nasa
1,60.21763536089813,36.705173686969864,125395.375
2,28.03971347345568,21.545192329148513,27416.363
3,23.60847467745694,20.12240223674459,22865.219
4,23.45797655754038,20.012813278309974,21976.508
5,23.57383492276141,19.68700628721224,22894.578
6,23.25577489546523,19.72475548654295,21374.238
7,23.367221359312097,19.509336143942566,21711.32
8,22.90313617466606,19.53943968923215,26089.348
9,22.462717765271226,18.916626962404415,20065.508
10,22.204760281681914,18.459233086258283,20991.55
11,21.84465137424124,19.76111685866852,19536.361
12,21.624124717766648,18.38545936240911,19687.727
13,21.553095102320217,18.023794765098025,21116.648
14,21.203406783029475,18.252074241338384,19209.762
15,21.079269843304544,18.533984337952084,18410.99
16,21.440020330895972,19.05042041705133,17843.898
17,21.421944833145535,20.39008096137257,20447.227
18,20.744006584827986,17.22444094787395,19555.408
19,20.39036419854654,16.71702221650463,16511.426
20,20.03631896425093,17.403803162008963,14695.273
21,20.072116853111194,18.259516494884334,15308.47
22,20.072208305439833,18.636287673829216,15521.377
23,19.186835753511197,15.488802895534526,14796.407
24,19.091784570721703,17.11422501891473,13215.676
25,18.681772928049174,17.854414603946257,14047.514
26,18.559159892694392,16.866108225949848,12718.507
27,18.287007509274204,16.460332177705,12894.443
28,18.024941013002678,14.535766687161491,12699.895
29,17.82069948908047,15.481081338024525,14766.186
30,17.714007907218452,15.776142525143236,12443.601
31,17.377962179757986,14.471195418007866,13098.632
32,17.398301274271663,15.698377508407816,14395.865
33,17.37633902384732,14.126993494386188,10744.88
34,17.36280599786807,15.973753859939425,11395.301
35,17.48818281352822,16.023723181266075,11548.625
36,17.378353857490136,14.338957341168008,11909.963
37,17.181938306917264,16.78922791042295,12088.969
38,17.31201192370231,15.485033746866733,11688.112
39,17.13865468874754,14.097129129103458,13169.551
40,17.41338458081757,14.32075628830214,12244.35
41,16.871503057449246,15.305062367792928,10027.173
42,16.96035240667832,14.069554979434706,11750.39
43,16.898020645942402,15.386293806806595,11648.684
44,16.612346572344784,15.427399454563432,11325.045
45,16.657110222122185,14.73857010053548,13771.584
46,16.40600291296076,14.231454124544808,10014.392
47,16.701782857117486,16.24490229536446,12391.94
48,16.369828363251465,17.042941442935952,12237.855
49,16.120281159371103,14.414498638388148,10485.698
50,16.061362200446794,14.738585629973803,12403.685
