epoch,train_rmse,val_rmse,val_nasa
1,61.439552373065084,41.685251063775546,1.8421688e+06
2,43.13039266480612,41.61061007836523,1.5572358e+06
3,38.30733041358524,21.08301448455271,121995.055
4,23.151643972909486,17.395438707942862,53426.684
5,21.04929475200352,16.269790570412336,51474.773
6,20.333377217686536,16.14863592947753,51921.344
7,20.25745417278095,16.046900673969237,48396.06
8,19.957448108777605,16.233478304759387,60157.633
9,19.761138148795773,16.109641160810444,57881.242
10,19.702860930884285,16.61322109015089,59273.914
11,19.751271659725234,16.043089066233765,48992.266
12,19.666277721191406,16.27520299922602,39173.496
13,19.67259664647124,16.973060355517248,77945.86
14,19.44892609958121,18.02817534308927,99621.09
15,19.445159347287753,17.279236715907768,90931.52
16,19.335898929381727,15.417430851872359,42984.867
17,19.11940667489397,18.13931950513511,109443.56
18,19.30192923852018,18.381989894737575,114890.484
19,19.115836483213357,15.631630917208733,49091.14
20,19.005612996884654,15.665001530456955,44029.07
21,18.812120157885307,16.077808966463973,61217.402
22,18.814327860686852,15.32273304835952,52421.47
23,18.82383949948716,16.23188123742468,61007.62
24,18.721698268484502,15.584525703602596,40555.32
25,18.61872041583208,15.668970358006238,54458.484
26,18.5475443393698,15.364366777693514,49664.863
27,18.465357377501807,16.03734521828319,64202.4
28,18.498472546702054,15.66358176085858,47248.797
29,18.091911806208206,15.901527648089939,60743.72
30,18.220359364234636,16.273621278366985,62745.605
31,18.21610624816251,15.997794476132825,63779.367
32,18.15303898055526,16.366713895295803,75161.72
